Type                                  Module                      Label             Process   
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "tevMuons"                  "picky"           "HLT"     
edm::SortedCollection<EcalRecHit,edm::StrictWeakOrdering<EcalRecHit> >    "reducedEcalRecHitsEB"      ""                "HLT"     
edm::TriggerResults                   "TriggerResults"            ""                "HLT"     
edm::ValueMap<bool>                   "chargedHadronPFTrackIsolation"   ""                "HLT"     
edm::ValueMap<bool>                   "PhotonIDProd"              "PhotonCutBasedIDLoose"   "HLT"     
edm::ValueMap<bool>                   "PhotonIDProdGED"           "PhotonCutBasedIDLoose"   "HLT"     
edm::ValueMap<bool>                   "PhotonIDProd"              "PhotonCutBasedIDLooseEM"   "HLT"     
edm::ValueMap<bool>                   "PhotonIDProdGED"           "PhotonCutBasedIDLooseEM"   "HLT"     
edm::ValueMap<bool>                   "PhotonIDProd"              "PhotonCutBasedIDTight"   "HLT"     
edm::ValueMap<bool>                   "PhotonIDProdGED"           "PhotonCutBasedIDTight"   "HLT"     
edm::ValueMap<bool>                   "muons"                     "muidAllArbitrated"   "HLT"     
edm::ValueMap<bool>                   "muons"                     "muidGMStaChiCompatibility"   "HLT"     
edm::ValueMap<bool>                   "muons"                     "muidGMTkChiCompatibility"   "HLT"     
edm::ValueMap<bool>                   "muons"                     "muidGMTkKinkTight"   "HLT"     
edm::ValueMap<bool>                   "muons"                     "muidGlobalMuonPromptTight"   "HLT"     
edm::ValueMap<bool>                   "muons"                     "muidRPCMuLoose"   "HLT"     
edm::ValueMap<bool>                   "muons"                     "muidTM2DCompatibilityLoose"   "HLT"     
edm::ValueMap<bool>                   "muons"                     "muidTM2DCompatibilityTight"   "HLT"     
edm::ValueMap<bool>                   "muons"                     "muidTMLastStationAngLoose"   "HLT"     
edm::ValueMap<bool>                   "muons"                     "muidTMLastStationAngTight"   "HLT"     
edm::ValueMap<bool>                   "muons"                     "muidTMLastStationLoose"   "HLT"     
edm::ValueMap<bool>                   "muons"                     "muidTMLastStationOptimizedLowPtLoose"   "HLT"     
edm::ValueMap<bool>                   "muons"                     "muidTMLastStationOptimizedLowPtTight"   "HLT"     
edm::ValueMap<bool>                   "muons"                     "muidTMLastStationTight"   "HLT"     
edm::ValueMap<bool>                   "muons"                     "muidTMOneStationAngLoose"   "HLT"     
edm::ValueMap<bool>                   "muons"                     "muidTMOneStationAngTight"   "HLT"     
edm::ValueMap<bool>                   "muons"                     "muidTMOneStationLoose"   "HLT"     
edm::ValueMap<bool>                   "muons"                     "muidTMOneStationTight"   "HLT"     
edm::ValueMap<bool>                   "muons"                     "muidTrackerMuonArbitrated"   "HLT"     
edm::ValueMap<double>                 "displacedMuons"            "dispMuPFIsoValueCharged03"   "HLT"     
edm::ValueMap<double>                 "displacedMuons"            "dispMuPFIsoValueCharged04"   "HLT"     
edm::ValueMap<double>                 "displacedMuons"            "dispMuPFIsoValueChargedAll03"   "HLT"     
edm::ValueMap<double>                 "displacedMuons"            "dispMuPFIsoValueChargedAll04"   "HLT"     
edm::ValueMap<double>                 "displacedMuons"            "dispMuPFIsoValueGamma03"   "HLT"     
edm::ValueMap<double>                 "displacedMuons"            "dispMuPFIsoValueGamma04"   "HLT"     
edm::ValueMap<double>                 "displacedMuons"            "dispMuPFIsoValueGammaHighThreshold03"   "HLT"     
edm::ValueMap<double>                 "displacedMuons"            "dispMuPFIsoValueGammaHighThreshold04"   "HLT"     
edm::ValueMap<double>                 "displacedMuons"            "dispMuPFIsoValueNeutral03"   "HLT"     
edm::ValueMap<double>                 "displacedMuons"            "dispMuPFIsoValueNeutral04"   "HLT"     
edm::ValueMap<double>                 "displacedMuons"            "dispMuPFIsoValueNeutralHighThreshold03"   "HLT"     
edm::ValueMap<double>                 "displacedMuons"            "dispMuPFIsoValueNeutralHighThreshold04"   "HLT"     
edm::ValueMap<double>                 "displacedMuons"            "dispMuPFIsoValuePU03"   "HLT"     
edm::ValueMap<double>                 "displacedMuons"            "dispMuPFIsoValuePU04"   "HLT"     
edm::ValueMap<double>                 "displacedMuons"            "dispMuPFMeanDRIsoValueCharged03"   "HLT"     
edm::ValueMap<double>                 "displacedMuons"            "dispMuPFMeanDRIsoValueCharged04"   "HLT"     
edm::ValueMap<double>                 "displacedMuons"            "dispMuPFMeanDRIsoValueChargedAll03"   "HLT"     
edm::ValueMap<double>                 "displacedMuons"            "dispMuPFMeanDRIsoValueChargedAll04"   "HLT"     
edm::ValueMap<double>                 "displacedMuons"            "dispMuPFMeanDRIsoValueGamma03"   "HLT"     
edm::ValueMap<double>                 "displacedMuons"            "dispMuPFMeanDRIsoValueGamma04"   "HLT"     
edm::ValueMap<double>                 "displacedMuons"            "dispMuPFMeanDRIsoValueGammaHighThreshold03"   "HLT"     
edm::ValueMap<double>                 "displacedMuons"            "dispMuPFMeanDRIsoValueGammaHighThreshold04"   "HLT"     
edm::ValueMap<double>                 "displacedMuons"            "dispMuPFMeanDRIsoValueNeutral03"   "HLT"     
edm::ValueMap<double>                 "displacedMuons"            "dispMuPFMeanDRIsoValueNeutral04"   "HLT"     
edm::ValueMap<double>                 "displacedMuons"            "dispMuPFMeanDRIsoValueNeutralHighThreshold03"   "HLT"     
edm::ValueMap<double>                 "displacedMuons"            "dispMuPFMeanDRIsoValueNeutralHighThreshold04"   "HLT"     
edm::ValueMap<double>                 "displacedMuons"            "dispMuPFMeanDRIsoValuePU03"   "HLT"     
edm::ValueMap<double>                 "displacedMuons"            "dispMuPFMeanDRIsoValuePU04"   "HLT"     
edm::ValueMap<double>                 "displacedMuons"            "dispMuPFSumDRIsoValueCharged03"   "HLT"     
edm::ValueMap<double>                 "displacedMuons"            "dispMuPFSumDRIsoValueCharged04"   "HLT"     
edm::ValueMap<double>                 "displacedMuons"            "dispMuPFSumDRIsoValueChargedAll03"   "HLT"     
edm::ValueMap<double>                 "displacedMuons"            "dispMuPFSumDRIsoValueChargedAll04"   "HLT"     
edm::ValueMap<double>                 "displacedMuons"            "dispMuPFSumDRIsoValueGamma03"   "HLT"     
edm::ValueMap<double>                 "displacedMuons"            "dispMuPFSumDRIsoValueGamma04"   "HLT"     
edm::ValueMap<double>                 "displacedMuons"            "dispMuPFSumDRIsoValueGammaHighThreshold03"   "HLT"     
edm::ValueMap<double>                 "displacedMuons"            "dispMuPFSumDRIsoValueGammaHighThreshold04"   "HLT"     
edm::ValueMap<double>                 "displacedMuons"            "dispMuPFSumDRIsoValueNeutral03"   "HLT"     
edm::ValueMap<double>                 "displacedMuons"            "dispMuPFSumDRIsoValueNeutral04"   "HLT"     
edm::ValueMap<double>                 "displacedMuons"            "dispMuPFSumDRIsoValueNeutralHighThreshold03"   "HLT"     
edm::ValueMap<double>                 "displacedMuons"            "dispMuPFSumDRIsoValueNeutralHighThreshold04"   "HLT"     
edm::ValueMap<double>                 "displacedMuons"            "dispMuPFSumDRIsoValuePU03"   "HLT"     
edm::ValueMap<double>                 "displacedMuons"            "dispMuPFSumDRIsoValuePU04"   "HLT"     
edm::ValueMap<double>                 "muons"                     "muPFIsoValueCharged03"   "HLT"     
edm::ValueMap<double>                 "muons"                     "muPFIsoValueCharged04"   "HLT"     
edm::ValueMap<double>                 "muons"                     "muPFIsoValueChargedAll03"   "HLT"     
edm::ValueMap<double>                 "muons"                     "muPFIsoValueChargedAll04"   "HLT"     
edm::ValueMap<double>                 "muons"                     "muPFIsoValueGamma03"   "HLT"     
edm::ValueMap<double>                 "muons"                     "muPFIsoValueGamma04"   "HLT"     
edm::ValueMap<double>                 "muons"                     "muPFIsoValueGammaHighThreshold03"   "HLT"     
edm::ValueMap<double>                 "muons"                     "muPFIsoValueGammaHighThreshold04"   "HLT"     
edm::ValueMap<double>                 "muons"                     "muPFIsoValueNeutral03"   "HLT"     
edm::ValueMap<double>                 "muons"                     "muPFIsoValueNeutral04"   "HLT"     
edm::ValueMap<double>                 "muons"                     "muPFIsoValueNeutralHighThreshold03"   "HLT"     
edm::ValueMap<double>                 "muons"                     "muPFIsoValueNeutralHighThreshold04"   "HLT"     
edm::ValueMap<double>                 "muons"                     "muPFIsoValuePU03"   "HLT"     
edm::ValueMap<double>                 "muons"                     "muPFIsoValuePU04"   "HLT"     
edm::ValueMap<double>                 "muons"                     "muPFMeanDRIsoValueCharged03"   "HLT"     
edm::ValueMap<double>                 "muons"                     "muPFMeanDRIsoValueCharged04"   "HLT"     
edm::ValueMap<double>                 "muons"                     "muPFMeanDRIsoValueChargedAll03"   "HLT"     
edm::ValueMap<double>                 "muons"                     "muPFMeanDRIsoValueChargedAll04"   "HLT"     
edm::ValueMap<double>                 "muons"                     "muPFMeanDRIsoValueGamma03"   "HLT"     
edm::ValueMap<double>                 "muons"                     "muPFMeanDRIsoValueGamma04"   "HLT"     
edm::ValueMap<double>                 "muons"                     "muPFMeanDRIsoValueGammaHighThreshold03"   "HLT"     
edm::ValueMap<double>                 "muons"                     "muPFMeanDRIsoValueGammaHighThreshold04"   "HLT"     
edm::ValueMap<double>                 "muons"                     "muPFMeanDRIsoValueNeutral03"   "HLT"     
edm::ValueMap<double>                 "muons"                     "muPFMeanDRIsoValueNeutral04"   "HLT"     
edm::ValueMap<double>                 "muons"                     "muPFMeanDRIsoValueNeutralHighThreshold03"   "HLT"     
edm::ValueMap<double>                 "muons"                     "muPFMeanDRIsoValueNeutralHighThreshold04"   "HLT"     
edm::ValueMap<double>                 "muons"                     "muPFMeanDRIsoValuePU03"   "HLT"     
edm::ValueMap<double>                 "muons"                     "muPFMeanDRIsoValuePU04"   "HLT"     
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValueCharged03"   "HLT"     
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValueCharged04"   "HLT"     
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValueChargedAll03"   "HLT"     
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValueChargedAll04"   "HLT"     
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValueGamma03"   "HLT"     
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValueGamma04"   "HLT"     
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValueGammaHighThreshold03"   "HLT"     
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValueGammaHighThreshold04"   "HLT"     
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValueNeutral03"   "HLT"     
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValueNeutral04"   "HLT"     
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValueNeutralHighThreshold03"   "HLT"     
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValueNeutralHighThreshold04"   "HLT"     
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValuePU03"   "HLT"     
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValuePU04"   "HLT"     
edm::ValueMap<edm::Ptr<reco::CaloCluster> >    "particleFlowSuperClusterECAL"   "PFClusterAssociationEBEE"   "HLT"     
edm::ValueMap<edm::Ptr<reco::CaloCluster> >    "particleFlowSuperClusterOOTECAL"   "PFClusterAssociationEBEE"   "HLT"     
edm::ValueMap<edm::Ptr<reco::CaloCluster> >    "particleFlowSuperClusterECAL"   "PFClusterAssociationES"   "HLT"     
edm::ValueMap<edm::Ptr<reco::CaloCluster> >    "particleFlowSuperClusterOOTECAL"   "PFClusterAssociationES"   "HLT"     
edm::ValueMap<edm::Ptr<reco::PFCandidate> >    "particleFlow"              "all"             "HLT"     
edm::ValueMap<edm::Ptr<reco::PFCandidate> >    "particleFlow"              "electrons"       "HLT"     
edm::ValueMap<edm::Ptr<reco::PFCandidate> >    "particleFlow"              "muons"           "HLT"     
edm::ValueMap<edm::Ptr<reco::PFCandidate> >    "particleFlow"              "photons"         "HLT"     
edm::ValueMap<edm::Ref<vector<reco::Muon>,reco::Muon,edm::refhelper::FindUsingAdvance<vector<reco::Muon>,reco::Muon> > >    "displacedMuons"            "displacedMuons1stStep2displacedMuonsMap"   "HLT"     
edm::ValueMap<edm::Ref<vector<reco::Muon>,reco::Muon,edm::refhelper::FindUsingAdvance<vector<reco::Muon>,reco::Muon> > >    "muons"                     "muons1stStep2muonsMap"   "HLT"     
edm::ValueMap<edm::Ref<vector<reco::Photon>,reco::Photon,edm::refhelper::FindUsingAdvance<vector<reco::Photon>,reco::Photon> > >    "gedPhotons"                "valMapPFEgammaCandToPhoton"   "HLT"     
edm::ValueMap<edm::Ref<vector<reco::SuperCluster>,reco::SuperCluster,edm::refhelper::FindUsingAdvance<vector<reco::SuperCluster>,reco::SuperCluster> > >    "lowPtGsfElectronSuperClusters"   ""                "HLT"     
edm::ValueMap<float>                  "lowPtGsfElectronID"        ""                "HLT"     
edm::ValueMap<float>                  "offlinePrimaryVertices"    ""                "HLT"     
edm::ValueMap<float>                  "offlinePrimaryVerticesWithBS"   ""                "HLT"     
edm::ValueMap<int>                    "offlinePrimaryVertices"    ""                "HLT"     
edm::ValueMap<int>                    "offlinePrimaryVerticesWithBS"   ""                "HLT"     
edm::ValueMap<reco::IsoDeposit>       "displacedMuons"            "ecal"            "HLT"     
edm::ValueMap<reco::IsoDeposit>       "muons"                     "ecal"            "HLT"     
edm::ValueMap<reco::IsoDeposit>       "displacedMuons"            "hcal"            "HLT"     
edm::ValueMap<reco::IsoDeposit>       "muons"                     "hcal"            "HLT"     
edm::ValueMap<reco::IsoDeposit>       "displacedMuons"            "ho"              "HLT"     
edm::ValueMap<reco::IsoDeposit>       "muons"                     "ho"              "HLT"     
edm::ValueMap<reco::IsoDeposit>       "muons"                     "muIsoDepositJets"   "HLT"     
edm::ValueMap<reco::IsoDeposit>       "displacedMuons"            "muIsoDepositJetsDisplaced"   "HLT"     
edm::ValueMap<reco::IsoDeposit>       "muons"                     "muIsoDepositTk"   "HLT"     
edm::ValueMap<reco::IsoDeposit>       "displacedMuons"            "muIsoDepositTkDisplaced"   "HLT"     
edm::ValueMap<reco::MuonCosmicCompatibility>    "muons"                     "cosmicsVeto"     "HLT"     
edm::ValueMap<reco::MuonShower>       "muons"                     "muonShowerInformation"   "HLT"     
edm::ValueMap<reco::MuonTimeExtra>    "displacedMuons"            "combined"        "HLT"     
edm::ValueMap<reco::MuonTimeExtra>    "muons"                     "combined"        "HLT"     
edm::ValueMap<reco::MuonTimeExtra>    "displacedMuons"            "csc"             "HLT"     
edm::ValueMap<reco::MuonTimeExtra>    "muons"                     "csc"             "HLT"     
edm::ValueMap<reco::MuonTimeExtra>    "displacedMuons"            "dt"              "HLT"     
edm::ValueMap<reco::MuonTimeExtra>    "muons"                     "dt"              "HLT"     
edm::ValueMap<vector<edm::Ref<vector<reco::PFCandidate>,reco::PFCandidate,edm::refhelper::FindUsingAdvance<vector<reco::PFCandidate>,reco::PFCandidate> > > >    "particleBasedIsolation"    "gedGsfElectrons"   "HLT"     
edm::ValueMap<vector<edm::Ref<vector<reco::PFCandidate>,reco::PFCandidate,edm::refhelper::FindUsingAdvance<vector<reco::PFCandidate>,reco::PFCandidate> > > >    "particleBasedIsolation"    "gedPhotons"      "HLT"     
edm::ValueMap<unsigned int>           "muons"                     "cosmicsVeto"     "HLT"     
edmNew::DetSetVector<SiPixelCluster>    "muonReducedTrackExtras"    ""                "HLT"     
edmNew::DetSetVector<SiStripCluster>    "muonReducedTrackExtras"    ""                "HLT"     
float                                 "genParticles"              "t0"              "HLT"     
int                                   "addPileupInfo"             "bunchSpacing"    "HLT"     
reco::BeamHaloSummary                 "BeamHaloSummary"           ""                "HLT"     
reco::BeamSpot                        "offlineBeamSpot"           ""                "HLT"     
vector<PileupSummaryInfo>             "addPileupInfo"             ""                "HLT"     
vector<Run3ScoutingElectron>          "hltScoutingEgammaPacker"   ""                "HLT"     
vector<Run3ScoutingPhoton>            "hltScoutingEgammaPacker"   ""                "HLT"     
vector<Run3ScoutingVertex>            "hltScoutingPrimaryVertexPacker"   "primaryVtx"      "HLT"     
vector<SimTrack>                      "g4SimHits"                 ""                "HLT"     
vector<TrackCandidate>                "convTrackCandidates"       ""                "HLT"     
vector<TrackCandidate>                "cosmicsVetoTrackCandidates"   ""                "HLT"     
vector<TrackCandidate>                "detachedQuadStepTrackCandidates"   ""                "HLT"     
vector<TrackCandidate>                "detachedTripletStepTrackCandidates"   ""                "HLT"     
vector<TrackCandidate>                "electronCkfTrackCandidates"   ""                "HLT"     
vector<TrackCandidate>                "highPtTripletStepTrackCandidates"   ""                "HLT"     
vector<TrackCandidate>                "hltDisplacedhltIter4CkfTrackCandidatesForDisplacedTkMuons"   ""                "HLT"     
vector<TrackCandidate>                "hltDisplacedhltIter4CkfTrackCandidatesForGlbDisplacedMuons"   ""                "HLT"     
vector<TrackCandidate>                "hltDisplacedhltIter4PFlowCkfTrackCandidates"   ""                "HLT"     
vector<TrackCandidate>                "hltDisplacedhltIter4PFlowCkfTrackCandidatesForTau"   ""                "HLT"     
vector<TrackCandidate>                "hltEgammaCkfTrackCandidatesForGSF"   ""                "HLT"     
vector<TrackCandidate>                "hltEgammaCkfTrackCandidatesForGSFForBParking"   ""                "HLT"     
vector<TrackCandidate>                "hltIter0BcJpsiCkfTrackCandidates"   ""                "HLT"     
vector<TrackCandidate>                "hltIter0DisplacedJpsiTkTkCkfTrackCandidates"   ""                "HLT"     
vector<TrackCandidate>                "hltIter0DisplacedMuMuCkfTrackCandidates"   ""                "HLT"     
vector<TrackCandidate>                "hltIter0HighPtTkMuCkfTrackCandidates"   ""                "HLT"     
vector<TrackCandidate>                "hltIter0IterL3DisplacedMuonCkfTrackCandidates"   ""                "HLT"     
vector<TrackCandidate>                "hltIter0IterL3FromL1MuonCkfTrackCandidates"   ""                "HLT"     
vector<TrackCandidate>                "hltIter0IterL3FromL1MuonCkfTrackCandidatesNoVtx"   ""                "HLT"     
vector<TrackCandidate>                "hltIter0IterL3FromL1MuonCkfTrackCandidatesOpenMu"   ""                "HLT"     
vector<TrackCandidate>                "hltIter0IterL3MuonCkfTrackCandidates"   ""                "HLT"     
vector<TrackCandidate>                "hltIter0IterL3MuonCkfTrackCandidatesNoVtx"   ""                "HLT"     
vector<TrackCandidate>                "hltIter0IterL3MuonCkfTrackCandidatesOpenMu"   ""                "HLT"     
vector<TrackCandidate>                "hltIter0JpsiTkTkCkfTrackCandidates"   ""                "HLT"     
vector<TrackCandidate>                "hltIter0L3MuonCkfTrackCandidates"   ""                "HLT"     
vector<TrackCandidate>                "hltIter0L3MuonCkfTrackCandidatesNoVtx"   ""                "HLT"     
vector<TrackCandidate>                "hltIter0PFlowCkfTrackCandidates"   ""                "HLT"     
vector<TrackCandidate>                "hltIter0PFlowCkfTrackCandidatesForBTag"   ""                "HLT"     
vector<TrackCandidate>                "hltIter0PFlowCkfTrackCandidatesForDisplaced"   ""                "HLT"     
vector<TrackCandidate>                "hltIter0Tau3muCkfTrackCandidates"   ""                "HLT"     
vector<TrackCandidate>                "hltIter0Tau3muNoL1MassCkfTrackCandidates"   ""                "HLT"     
vector<TrackCandidate>                "hltIter1PFlowCkfTrackCandidatesForDisplaced"   ""                "HLT"     
vector<TrackCandidate>                "hltIter2PFlowCkfTrackCandidatesForDisplaced"   ""                "HLT"     
vector<TrackCandidate>                "hltIterL3OIGlbDisplacedTrackCandidates"   ""                "HLT"     
vector<TrackCandidate>                "hltIterL3OITrackCandidates"   ""                "HLT"     
vector<TrackCandidate>                "hltIterL3OITrackCandidatesNoVtx"   ""                "HLT"     
vector<TrackCandidate>                "hltIterL3OITrackCandidatesOpenMu"   ""                "HLT"     
vector<TrackCandidate>                "hltL3NoFiltersTrackCandidateFromL2IOHitNoVtx"   ""                "HLT"     
vector<TrackCandidate>                "hltL3NoFiltersTrackCandidateFromL2NoVtx"   ""                "HLT"     
vector<TrackCandidate>                "hltL3NoFiltersTrackCandidateFromL2OIHitNoVtx"   ""                "HLT"     
vector<TrackCandidate>                "hltL3TrackCandidateFromL2"   ""                "HLT"     
vector<TrackCandidate>                "hltL3TrackCandidateFromL2IOHit"   ""                "HLT"     
vector<TrackCandidate>                "hltL3TrackCandidateFromL2OIHit"   ""                "HLT"     
vector<TrackCandidate>                "hltL3TrackCandidateFromL2OIState"   ""                "HLT"     
vector<TrackCandidate>                "hltL3TrackCandidateFromL2OIStateNoVtx"   ""                "HLT"     
vector<TrackCandidate>                "hltMuCkfTrackCandidates"   ""                "HLT"     
vector<TrackCandidate>                "initialStepTrackCandidates"   ""                "HLT"     
vector<TrackCandidate>                "initialStepTrackCandidatesPreSplitting"   ""                "HLT"     
vector<TrackCandidate>                "jetCoreRegionalStepTrackCandidates"   ""                "HLT"     
vector<TrackCandidate>                "lowPtGsfEleCkfTrackCandidates"   ""                "HLT"     
vector<TrackCandidate>                "lowPtQuadStepTrackCandidates"   ""                "HLT"     
vector<TrackCandidate>                "lowPtTripletStepTrackCandidates"   ""                "HLT"     
vector<TrackCandidate>                "mixedTripletStepTrackCandidates"   ""                "HLT"     
vector<TrackCandidate>                "muonSeededTrackCandidatesInOut"   ""                "HLT"     
vector<TrackCandidate>                "muonSeededTrackCandidatesOutIn"   ""                "HLT"     
vector<TrackCandidate>                "muonSeededTrackCandidatesOutInDisplaced"   ""                "HLT"     
vector<TrackCandidate>                "pixelLessStepTrackCandidates"   ""                "HLT"     
vector<TrackCandidate>                "pixelPairStepTrackCandidates"   ""                "HLT"     
vector<TrackCandidate>                "tobTecStepTrackCandidates"   ""                "HLT"     
vector<TrackCandidate>                "uncleanedOnlyElectronCkfTrackCandidates"   ""                "HLT"     
vector<TrackCandidate>                "duplicateDisplacedTrackCandidates"   "candidates"      "HLT"     
vector<TrackCandidate>                "duplicateTrackCandidates"   "candidates"      "HLT"     
vector<TrackCandidate>                "conversionTrackCandidates"   "inOutTracksFromConversions"   "HLT"     
vector<TrackCandidate>                "uncleanedOnlyConversionTrackCandidates"   "inOutTracksFromConversions"   "HLT"     
vector<TrackCandidate>                "conversionTrackCandidates"   "outInTracksFromConversions"   "HLT"     
vector<TrackCandidate>                "uncleanedOnlyConversionTrackCandidates"   "outInTracksFromConversions"   "HLT"     
vector<TrajectorySeed>                "CosmicMuonSeed"            ""                "HLT"     
vector<TrajectorySeed>                "ancientMuonSeed"           ""                "HLT"     
vector<TrajectorySeed>                "cosmicsVetoSeeds"          ""                "HLT"     
vector<TrajectorySeed>                "detachedQuadStepSeeds"     ""                "HLT"     
vector<TrajectorySeed>                "detachedTripletStepSeeds"   ""                "HLT"     
vector<TrajectorySeed>                "displacedMuonSeeds"        ""                "HLT"     
vector<TrajectorySeed>                "highPtTripletStepSeeds"    ""                "HLT"     
vector<TrajectorySeed>                "hltDisplacedhltIter4PFlowPixelLessSeeds"   ""                "HLT"     
vector<TrajectorySeed>                "hltDisplacedhltIter4PFlowPixelLessSeedsForTau"   ""                "HLT"     
vector<TrajectorySeed>                "hltDisplacedhltIter4PixelLessSeedsForDisplacedTkMuons"   ""                "HLT"     
vector<TrajectorySeed>                "hltDisplacedhltIter4PixelLessSeedsForGlbDisplacedMuons"   ""                "HLT"     
vector<TrajectorySeed>                "hltElePixelSeedsCombined"   ""                "HLT"     
vector<TrajectorySeed>                "hltElePixelSeedsCombinedUnseeded"   ""                "HLT"     
vector<TrajectorySeed>                "hltElePixelSeedsDoublets"   ""                "HLT"     
vector<TrajectorySeed>                "hltElePixelSeedsDoubletsUnseeded"   ""                "HLT"     
vector<TrajectorySeed>                "hltElePixelSeedsTriplets"   ""                "HLT"     
vector<TrajectorySeed>                "hltElePixelSeedsTripletsUnseeded"   ""                "HLT"     
vector<TrajectorySeed>                "hltIter0BcJpsiPixelSeedsFromPixelTracks"   ""                "HLT"     
vector<TrajectorySeed>                "hltIter0DisplacedJpsiTkTkPixelSeedsFromPixelTracks"   ""                "HLT"     
vector<TrajectorySeed>                "hltIter0DisplacedMuMuPixelSeedsFromPixelTracks"   ""                "HLT"     
vector<TrajectorySeed>                "hltIter0HighPtTkMuPixelSeedsFromPixelTracks"   ""                "HLT"     
vector<TrajectorySeed>                "hltIter0IterL3DisplacedMuonPixelSeedsFromPixelTracks"   ""                "HLT"     
vector<TrajectorySeed>                "hltIter0IterL3FromL1MuonPixelSeedsFromPixelTracks"   ""                "HLT"     
vector<TrajectorySeed>                "hltIter0IterL3FromL1MuonPixelSeedsFromPixelTracksFiltered"   ""                "HLT"     
vector<TrajectorySeed>                "hltIter0IterL3FromL1MuonPixelSeedsFromPixelTracksNoVtx"   ""                "HLT"     
vector<TrajectorySeed>                "hltIter0IterL3FromL1MuonPixelSeedsFromPixelTracksOpenMu"   ""                "HLT"     
vector<TrajectorySeed>                "hltIter0IterL3MuonPixelSeedsFromPixelTracks"   ""                "HLT"     
vector<TrajectorySeed>                "hltIter0IterL3MuonPixelSeedsFromPixelTracksFiltered"   ""                "HLT"     
vector<TrajectorySeed>                "hltIter0IterL3MuonPixelSeedsFromPixelTracksNoVtx"   ""                "HLT"     
vector<TrajectorySeed>                "hltIter0IterL3MuonPixelSeedsFromPixelTracksOpenMu"   ""                "HLT"     
vector<TrajectorySeed>                "hltIter0JpsiTkTkPixelSeedsFromPixelTracks"   ""                "HLT"     
vector<TrajectorySeed>                "hltIter0L3MuonPixelSeedsFromPixelTracks"   ""                "HLT"     
vector<TrajectorySeed>                "hltIter0L3MuonPixelSeedsFromPixelTracksNoVtx"   ""                "HLT"     
vector<TrajectorySeed>                "hltIter0PFLowPixelSeedsFromPixelTracks"   ""                "HLT"     
vector<TrajectorySeed>                "hltIter0PFLowPixelSeedsFromPixelTracksForBTag"   ""                "HLT"     
vector<TrajectorySeed>                "hltIter0PFLowPixelSeedsFromPixelTracksForDisplaced"   ""                "HLT"     
vector<TrajectorySeed>                "hltIter0Tau3muNoL1MassPixelSeedsFromPixelTracks"   ""                "HLT"     
vector<TrajectorySeed>                "hltIter0Tau3muPixelSeedsFromPixelTracks"   ""                "HLT"     
vector<TrajectorySeed>                "hltIter1PFLowPixelSeedsFromPixelTracksForDisplaced"   ""                "HLT"     
vector<TrajectorySeed>                "hltIter2PFlowPixelSeedsForDisplaced"   ""                "HLT"     
vector<TrajectorySeed>                "hltIterL3OIGblDisplacedSeedsFromL2Muons"   ""                "HLT"     
vector<TrajectorySeed>                "hltIterL3OISeedsFromL2Muons"   ""                "HLT"     
vector<TrajectorySeed>                "hltIterL3OISeedsFromL2MuonsNoVtx"   ""                "HLT"     
vector<TrajectorySeed>                "hltIterL3OISeedsFromL2MuonsOpenMu"   ""                "HLT"     
vector<TrajectorySeed>                "hltL2CosmicOfflineMuonSeeds"   ""                "HLT"     
vector<TrajectorySeed>                "hltL2OfflineMuonSeeds"     ""                "HLT"     
vector<TrajectorySeed>                "hltMuTrackSeeds"           ""                "HLT"     
vector<TrajectorySeed>                "initialStepSeeds"          ""                "HLT"     
vector<TrajectorySeed>                "initialStepSeedsPreSplitting"   ""                "HLT"     
vector<TrajectorySeed>                "jetCoreRegionalStepSeeds"   ""                "HLT"     
vector<TrajectorySeed>                "lowPtQuadStepSeeds"        ""                "HLT"     
vector<TrajectorySeed>                "lowPtTripletStepSeeds"     ""                "HLT"     
vector<TrajectorySeed>                "mixedTripletStepSeeds"     ""                "HLT"     
vector<TrajectorySeed>                "mixedTripletStepSeedsA"    ""                "HLT"     
vector<TrajectorySeed>                "mixedTripletStepSeedsB"    ""                "HLT"     
vector<TrajectorySeed>                "muonSeededSeedsInOut"      ""                "HLT"     
vector<TrajectorySeed>                "muonSeededSeedsOutIn"      ""                "HLT"     
vector<TrajectorySeed>                "muonSeededSeedsOutInDisplaced"   ""                "HLT"     
vector<TrajectorySeed>                "newCombinedSeeds"          ""                "HLT"     
vector<TrajectorySeed>                "pixelLessStepSeeds"        ""                "HLT"     
vector<TrajectorySeed>                "pixelPairElectronSeeds"    ""                "HLT"     
